Timestamp,Open,High,Low,Close,Volume
2021-05-31 14:39:00,2538.86,2538.86,2533.43,2535.0,24.03063607
2021-05-31 14:40:00,2535.0,2535.0,2530.94,2531.19,30.42909636
2021-05-31 14:41:00,2530.95,2534.41,2530.95,2532.99,42.98864688
2021-05-31 14:42:00,2531.04,2532.76,2531.03,2532.08,43.86464672
2021-05-31 14:43:00,2531.13,2532.61,2531.13,2532.61,6.51557631
2021-05-31 14:44:00,2532.99,2532.99,2530.77,2530.77,21.37689
2021-05-31 14:45:00,2527.93,2532.99,2527.93,2532.99,1.49646483
2021-05-31 14:46:00,2533.0,2544.06,2533.0,2541.66,20.40496211
2021-05-31 14:47:00,2543.05,2543.05,2536.8,2539.56,59.97920995
2021-05-31 14:48:00,2541.63,2542.82,2541.0,2542.32,15.91568315
2021-05-31 14:49:00,2543.12,2552.03,2543.12,2549.27,112.1543528
2021-05-31 14:50:00,2548.39,2548.39,2544.81,2547.33,22.58039795
2021-05-31 14:51:00,2547.67,2547.71,2547.0,2547.02,19.23040146
2021-05-31 14:52:00,2549.43,2558.51,2549.43,2555.47,100.84596734
2021-05-31 14:53:00,2554.14,2554.15,2551.9,2551.9,31.67812727
2021-05-31 14:54:00,2552.31,2552.71,2543.27,2544.37,18.05160798
2021-05-31 14:55:00,2543.84,2544.22,2539.69,2539.69,8.70694873
2021-05-31 14:56:00,2540.42,2546.23,2540.42,2545.84,9.34262876
2021-05-31 14:57:00,2544.03,2544.7,2539.31,2539.37,16.96352692
2021-05-31 14:58:00,2539.36,2540.47,2539.36,2539.9,13.352172
2021-05-31 14:59:00,2542.0,2549.86,2541.99,2543.76,28.62636743
2021-05-31 15:00:00,2544.84,2550.55,2544.51,2550.55,41.69909529
2021-05-31 15:01:00,2550.64,2555.0,2550.64,2554.23,60.25329643
2021-05-31 15:02:00,2554.77,2555.0,2552.84,2554.88,124.51320305
2021-05-31 15:03:00,2554.99,2566.66,2554.99,2566.66,60.09880534
2021-05-31 15:04:00,2567.29,2572.9,2566.38,2571.36,94.15225627
2021-05-31 15:05:00,2569.13,2570.41,2565.6,2566.0,66.96287697
2021-05-31 15:06:00,2565.6,2566.38,2562.77,2562.78,54.0846029
2021-05-31 15:07:00,2562.77,2562.77,2557.79,2558.94,22.94661618
2021-05-31 15:08:00,2559.54,2561.0,2559.54,2559.59,31.3436859
2021-05-31 15:09:00,2559.59,2559.6,2555.26,2556.79,73.9050353
2021-05-31 15:10:00,2557.0,2564.36,2557.0,2564.36,29.360189
2021-05-31 15:11:00,2563.16,2565.0,2562.98,2564.88,33.5655493
2021-05-31 15:12:00,2564.89,2568.05,2561.37,2561.37,159.42670101
2021-05-31 15:13:00,2559.79,2564.01,2559.79,2562.32,7.78890285
2021-05-31 15:14:00,2562.46,2568.35,2562.46,2568.35,50.03781901
2021-05-31 15:15:00,2568.38,2569.06,2562.05,2565.09,78.25607163
2021-05-31 15:16:00,2565.69,2572.21,2564.27,2571.61,33.7943736
2021-05-31 15:17:00,2572.9,2578.78,2572.9,2578.77,59.6268972
2021-05-31 15:18:00,2578.77,2595.99,2578.77,2595.99,669.71567556
2021-05-31 15:19:00,2595.99,2599.43,2583.01,2598.01,1470.70017495
2021-05-31 15:20:00,2598.33,2610.0,2598.31,2609.99,131.93431073
2021-05-31 15:21:00,2609.99,2622.02,2609.08,2618.34,541.39390935
2021-05-31 15:22:00,2618.23,2618.24,2610.37,2614.99,114.00279345
2021-05-31 15:23:00,2615.0,2615.51,2606.05,2610.78,63.71485525
2021-05-31 15:24:00,2612.77,2618.05,2612.0,2612.0,88.41305579
2021-05-31 15:25:00,2612.01,2615.03,2612.01,2614.01,53.77595324
2021-05-31 15:26:00,2614.0,2614.01,2607.66,2608.0,126.65394852
2021-05-31 15:27:00,2608.86,2612.25,2605.05,2605.23,102.07081376
2021-05-31 15:28:00,2605.22,2608.4,2604.58,2608.4,25.96841585
2021-05-31 15:29:00,2607.31,2609.32,2605.98,2609.32,98.85953651
2021-05-31 15:30:00,2609.31,2618.5,2607.69,2609.43,223.76533548
2021-05-31 15:31:00,2610.84,2611.18,2606.1,2606.48,9.16042112
2021-05-31 15:32:00,2606.61,2606.61,2600.0,2600.0,156.48863933
2021-05-31 15:33:00,2600.0,2605.93,2600.0,2600.71,39.1732831
2021-05-31 15:34:00,2600.22,2612.38,2600.22,2612.38,142.15795757
2021-05-31 15:35:00,2612.55,2615.66,2607.69,2615.66,213.94053098
2021-05-31 15:36:00,2612.97,2628.0,2612.97,2625.14,140.30709883
2021-05-31 15:37:00,2626.73,2639.22,2626.12,2633.82,414.70143549
2021-05-31 15:38:00,2633.81,2634.07,2624.3,2634.07,460.92031091
2021-05-31 15:39:00,2632.05,2632.05,2627.84,2629.77,276.06010648
2021-05-31 15:40:00,2629.66,2632.87,2627.0,2627.0,217.9356513
2021-05-31 15:41:00,2627.0,2627.0,2620.78,2621.2,51.49915523
2021-05-31 15:42:00,2623.04,2627.5,2623.0,2623.85,67.39177294
2021-05-31 15:43:00,2623.97,2626.31,2623.96,2623.97,51.63153682
