Timestamp,Open,High,Low,Close,Volume,RSI,ROC,%R,OBV,MACD,MACD_SIGNAL,MACD_HIST,Prediction
2021-05-30 00:56:00,2222.01,2223.78,2220.46,2222.5,137.86238480000003,60.84973646833952,1.1390371654675713,-3.1944097828804465,-2730.4079328499997,0.014996908459124825,-5.654367610946236,5.669364519405361,-1
2021-05-30 00:57:00,2224.12,2226.57,2222.0,2222.63,51.51393227,60.93877140479733,1.3672952819647533,-9.19272048530108,-2678.8940005799996,0.9436802519535377,-4.334758038366282,5.278438290319819,-1
2021-05-30 00:58:00,2224.49,2225.95,2222.8,2223.61,83.97890099,61.64687039991797,1.3034168564920234,-6.906206252916537,-2594.9150995899995,1.7387036093696224,-3.1200657088191006,4.858769318188723,-1
2021-05-30 00:59:00,2224.35,2232.21,2222.01,2231.9,92.05536629999999,67.08291043348814,0.9914072009375774,-0.6391752577318462,-2502.8597332899994,3.0030814123670098,-1.8954362845818784,4.898517696948888,-1
2021-05-30 01:00:00,2231.52,2244.37,2230.21,2243.61,65.97977659,72.92134011351203,1.1943368228295226,-1.252884932409768,-2436.8799566999996,4.893598706312332,-0.5376292864030363,5.431227992715368,-1
2021-05-30 01:01:00,2243.15,2245.0,2236.07,2243.79,212.48672478,73.00061375528391,1.4389952802039696,-1.9742209169522549,-2224.39323192,6.333364692094619,0.8365695092964949,5.496795182798125,1
2021-05-30 01:02:00,2242.86,2245.0,2238.16,2238.16,27.43722464,66.44814337672676,1.1497161864131078,-13.701923076923348,-2251.8304565599997,6.940094570504243,2.0572745215380444,4.882820048966199,1
2021-05-30 01:03:00,2239.1,2244.04,2239.1,2242.0,25.98630124,68.52340929876435,1.3365394611354997,-7.541478129713386,-2225.8441553199996,7.642688126859412,3.174357242602318,4.468330884257094,1
2021-05-30 01:04:00,2242.14,2248.73,2242.14,2248.56,100.05190402,71.73927427523655,1.3796461613374333,-0.4534542544680493,-2125.7922512999994,8.629361846204574,4.2653581633227695,4.364003682881805,1
2021-05-30 01:05:00,2244.94,2244.94,2232.37,2232.37,311.32627489,56.419092783911836,0.4653402519317673,-43.638303547612765,-2437.1185261899996,8.012546534053854,5.014795837468986,2.997750696584868,-1
2021-05-30 01:06:00,2231.97,2235.0,2230.23,2232.33,73.89959077,56.38705339991319,0.44229471316086233,-43.744998666310984,-2511.0181169599996,7.434784719303025,5.498793613835794,1.935991105467231,-1
2021-05-30 01:07:00,2232.33,2232.33,2227.07,2227.5,50.53425681,52.50941704273665,0.2191097933529118,-62.29460093896732,-2561.5523737699996,6.51209629214145,5.701454149496925,0.8106421426445252,-1
2021-05-30 01:08:00,2228.34,2228.34,2222.01,2222.01,56.77783839999999,48.43247759114032,-0.07195506406248997,-82.11432083589376,-2618.3302121699994,5.277031612260998,5.61656964204974,-0.33953802978874137,-1
2021-05-30 01:09:00,2222.01,2222.02,2217.37,2217.37,70.91682009,45.235725593789354,-0.6510148304135543,-100.0,-2689.2470322599993,3.8791087820154644,5.269077470042885,-1.3899686880274205,-1
2021-05-30 01:10:00,2218.52,2223.1,2218.52,2221.66,61.63370761,48.612877189905,-0.9783340241842464,-86.32015306122466,-2627.6133246499994,3.0818859516862176,4.831639166371551,-1.7497532146853336,-1
